Sno,Date,State/UnionTerritory,total_confirmed,Cured,Deaths,,
2327,26/05/20,Manipur,39,4,0,,
2328,26/05/20,Meghalaya,14,12,1,,
2329,26/05/20,Mizoram,1,1,0,,
2330,26/05/20,Nagaland,3,0,0,,
2331,26/05/20,Odisha,1438,649,7,,
2332,26/05/20,Puducherry,41,12,0,,
2333,26/05/20,Punjab,2060,1898,40,,
2334,26/05/20,Rajasthan,7300,3951,167,,
2335,26/05/20,Sikkim,1,0,0,,
2336,26/05/20,Tamil Nadu,17082,8731,118,,
2337,26/05/20,Telengana,1920,1164,56,,
2338,26/05/20,Tripura,194,165,0,,
2339,26/05/20,Uttarakhand,349,58,3,,
2340,26/05/20,Uttar Pradesh,6532,3581,165,,
2341,26/05/20,West Bengal,3816,1414,278,,
2342,26/05/20,Cases being reassigned to states,2970,0,0,,
2343,27/05/20,Andaman and Nicobar Islands,33,33,0,,
2344,27/05/20,Andhra Pradesh,3171,2009,57,,
2345,27/05/20,Arunachal Pradesh,2,1,0,,
2346,27/05/20,Assam,616,62,4,,
2347,27/05/20,Bihar,2983,900,13,,
2348,27/05/20,Chandigarh,266,187,4,,
2349,27/05/20,Chhattisgarh,361,79,0,,
2350,27/05/20,Dadar Nagar Haveli,2,0,0,,
2351,27/05/20,Delhi,14465,7223,288,,
2352,27/05/20,Goa,67,28,0,,
2353,27/05/20,Gujarat,14821,7139,915,,
2354,27/05/20,Haryana,1305,824,17,,
2355,27/05/20,Himachal Pradesh,247,67,5,,
2356,27/05/20,Jammu and Kashmir,1759,833,24,,
2357,27/05/20,Jharkhand,426,175,4,,
2358,27/05/20,Karnataka,2283,748,44,,
2359,27/05/20,Kerala,963,542,6,,
2360,27/05/20,Ladakh,53,43,0,,
2361,27/05/20,Madhya Pradesh,7024,3689,305,,
2362,27/05/20,Maharashtra,54758,16954,1792,,
2363,27/05/20,Manipur,39,4,0,,
2364,27/05/20,Meghalaya,15,12,1,,
2365,27/05/20,Mizoram,1,1,0,,
2366,27/05/20,Nagaland,4,0,0,,
2367,27/05/20,Odisha,1517,733,7,,
2368,27/05/20,Puducherry,46,12,0,,
2369,27/05/20,Punjab,2106,1918,40,,
2370,27/05/20,Rajasthan,7536,4171,170,,
2371,27/05/20,Sikkim,1,0,0,,
2372,27/05/20,Tamil Nadu,17728,9342,127,,
2373,27/05/20,Telengana,1991,1284,57,,
2374,27/05/20,Tripura,207,165,0,,
2375,27/05/20,Uttarakhand,401,64,4,,
2376,27/05/20,Uttar Pradesh,6548,3698,170,,
2377,27/05/20,West Bengal,4009,1486,283,,
2378,27/05/20,Cases being reassigned to states,4013,0,0,,
2379,28/05/20,Andaman and Nicobar Islands,33,33,0,,
2380,28/05/20,Andhra Pradesh,3171,2057,58,,
2381,28/05/20,Arunachal Pradesh,2,1,0,,
2382,28/05/20,Assam,781,87,4,,
2383,28/05/20,Bihar,3061,1083,15,,
2384,28/05/20,Chandigarh,279,187,4,,
2385,28/05/20,Chhattisgarh,369,83,0,,
2386,28/05/20,Dadar Nagar Haveli,2,0,0,,
2387,28/05/20,Delhi,15257,7264,303,,
2388,28/05/20,Goa,68,37,0,,
2389,28/05/20,Gujarat,15195,7549,938,,
2390,28/05/20,Haryana,1381,838,18,,
2391,28/05/20,Himachal Pradesh,273,70,5,,
2392,28/05/20,Jammu and Kashmir,1921,854,26,,
2393,28/05/20,Jharkhand,448,185,4,,
2394,28/05/20,Karnataka,2418,781,47,,
2395,28/05/20,Kerala,1004,552,7,,
2396,28/05/20,Ladakh,53,43,0,,
2397,28/05/20,Madhya Pradesh,7261,3927,313,,
2398,28/05/20,Maharashtra,56948,17918,1897,,
2399,28/05/20,Manipur,44,4,0,,
2400,28/05/20,Meghalaya,20,12,1,,
2401,28/05/20,Mizoram,1,1,0,,
2402,28/05/20,Nagaland,4,0,0,,
2403,28/05/20,Odisha,1593,733,7,,
2404,28/05/20,Puducherry,46,12,0,,
2405,28/05/20,Punjab,2139,1918,40,,
2406,28/05/20,Rajasthan,7703,4457,173,,
2407,28/05/20,Sikkim,1,0,0,,
2408,28/05/20,Tamil Nadu,18545,9909,133,,
2409,28/05/20,Telengana,2098,1284,63,,
2410,28/05/20,Tripura,230,165,0,,
2411,28/05/20,Uttarakhand,469,79,4,,
2412,28/05/20,Uttar Pradesh,6991,3991,182,,
2413,28/05/20,West Bengal,4192,1578,289,,
2414,28/05/20,Cases being reassigned to states,4332,0,0,,
2415,29/05/20,Andaman and Nicobar Islands,33,33,0,,
2416,29/05/20,Andhra Pradesh,3251,2125,59,,
2417,29/05/20,Arunachal Pradesh,3,1,0,,
2418,29/05/20,Assam,856,104,4,,
2419,29/05/20,Bihar,3296,1211,15,,
2420,29/05/20,Chandigarh,288,189,4,,
2421,29/05/20,Chhattisgarh,399,83,0,,
2422,29/05/20,Dadar Nagar Haveli,2,0,0,,
2423,29/05/20,Delhi,16281,7495,316,,
2424,29/05/20,Goa,69,38,0,,
2425,29/05/20,Gujarat,15562,8003,960,,
2426,29/05/20,Haryana,1504,881,19,,
2427,29/05/20,Himachal Pradesh,276,70,5,,
2428,29/05/20,Jammu and Kashmir,2036,859,27,,
2429,29/05/20,Jharkhand,469,212,4,,
2430,29/05/20,Karnataka,2533,834,47,,
2431,29/05/20,Kerala,1088,555,7,,
2432,29/05/20,Ladakh,73,43,0,,
2433,29/05/20,Madhya Pradesh,7453,4050,321,,
2434,29/05/20,Maharashtra,59546,18616,1982,,
2435,29/05/20,Manipur,55,5,0,,
2436,29/05/20,Meghalaya,21,12,1,,
2437,29/05/20,Mizoram,1,1,0,,
2438,29/05/20,Nagaland,18,0,0,,
2439,29/05/20,Odisha,1660,887,7,,
2440,29/05/20,Puducherry,51,14,0,,
2441,29/05/20,Punjab,2158,1946,40,,
2442,29/05/20,Rajasthan,8067,4817,180,,
2443,29/05/20,Sikkim,1,0,0,,
2444,29/05/20,Tamil Nadu,19372,10548,145,,
2445,29/05/20,Telengana,2256,1345,67,,
2446,29/05/20,Tripura,242,167,0,,
2447,29/05/20,Uttarakhand,500,79,4,,
2448,29/05/20,Uttar Pradesh,7170,4215,197,,
2449,29/05/20,West Bengal,4536,1668,295,,
2450,29/05/20,Cases being reassigned to states,4673,0,0,,
2451,30/05/20,Andaman and Nicobar Islands,33,33,0,,
2452,30/05/20,Andhra Pradesh,3436,2226,60,,
2453,30/05/20,Arunachal Pradesh,3,1,0,,
2454,30/05/20,Assam,1024,125,4,,
2455,30/05/20,Bihar,3376,1211,15,,
2456,30/05/20,Chandigarh,289,189,4,,
2457,30/05/20,Chhattisgarh,415,100,1,,
2458,30/05/20,Dadar Nagar Haveli,2,0,0,,
2459,30/05/20,Delhi,17386,7846,398,,
2460,30/05/20,Goa,69,41,0,,
2461,30/05/20,Gujarat,15934,8611,980,,
2462,30/05/20,Haryana,1721,940,19,,
2463,30/05/20,Himachal Pradesh,295,87,5,,
2464,30/05/20,Jammu and Kashmir,2164,875,28,,
2465,30/05/20,Jharkhand,511,216,5,,
2466,30/05/20,Karnataka,2781,894,48,,
2467,30/05/20,Kerala,1150,565,8,,
2468,30/05/20,Ladakh,74,43,0,,
2469,30/05/20,Madhya Pradesh,7645,4269,334,,
2470,30/05/20,Maharashtra,62228,26997,2098,,
2471,30/05/20,Manipur,59,8,0,,
2472,30/05/20,Meghalaya,27,12,1,,
2473,30/05/20,Mizoram,1,1,0,,
2474,30/05/20,Nagaland,25,0,0,,
2475,30/05/20,Odisha,1723,887,7,,
2476,30/05/20,Puducherry,51,14,0,,
2477,30/05/20,Punjab,2197,1949,42,,
2478,30/05/20,Rajasthan,8365,5244,184,,
2479,30/05/20,Sikkim,1,0,0,,
2480,30/05/20,Tamil Nadu,20246,11313,154,,
2481,30/05/20,Telengana,2425,1381,71,,
2482,30/05/20,Tripura,251,171,0,,
2483,30/05/20,Uttarakhand,716,102,5,,
2484,30/05/20,Uttar Pradesh,7284,4244,198,,
2485,30/05/20,West Bengal,4813,1775,302,,
2486,30/05/20,Cases being reassigned to states,5043,0,0,,
2487,31/05/20,Andaman and Nicobar Islands,33,33,0,,
2488,31/05/20,Andhra Pradesh,3569,2289,60,,
2489,31/05/20,Arunachal Pradesh,4,1,0,,
2490,31/05/20,Assam,1185,163,4,,
2491,31/05/20,Bihar,3636,1618,20,,
2492,31/05/20,Chandigarh,289,189,4,,
2493,31/05/20,Chhattisgarh,447,102,1,,
2494,31/05/20,Dadar Nagar Haveli,2,0,0,,
2495,31/05/20,Delhi,18549,8075,416,,
2496,31/05/20,Goa,70,41,0,,
2497,31/05/20,Gujarat,16343,9230,1007,,
2498,31/05/20,Haryana,1923,971,20,,
2499,31/05/20,Himachal Pradesh,313,111,5,,
2500,31/05/20,Jammu and Kashmir,2341,908,28,,
2501,31/05/20,Jharkhand,563,256,5,,
2502,31/05/20,Karnataka,2922,997,48,,
2503,31/05/20,Kerala,1208,575,9,,
2504,31/05/20,Ladakh,74,43,0,,
2505,31/05/20,Madhya Pradesh,7891,4444,343,,
2506,31/05/20,Maharashtra,65168,28081,2197,,
2507,31/05/20,Manipur,62,8,0,,
2508,31/05/20,Meghalaya,27,12,1,,
2509,31/05/20,Mizoram,1,1,0,,
2510,31/05/20,Nagaland,36,0,0,,
2511,31/05/20,Odisha,1819,1050,7,,
2512,31/05/20,Puducherry,51,14,0,,
2513,31/05/20,Punjab,2233,1967,44,,
2514,31/05/20,Rajasthan,8617,5739,193,,
2515,31/05/20,Sikkim,1,0,0,,
2516,31/05/20,Tamil Nadu,21184,12000,160,,
2517,31/05/20,Telengana,2499,1412,77,,
2518,31/05/20,Tripura,268,172,0,,
2519,31/05/20,Uttarakhand,749,102,5,,
2520,31/05/20,Uttar Pradesh,7445,4410,201,,
2521,31/05/20,West Bengal,5130,1970,309,,
2522,31/05/20,Cases being reassigned to states,5491,0,0,,
2523,01/06/20,Andaman and Nicobar Islands,33,33,0,,
2524,01/06/20,Andhra Pradesh,3679,2349,62,,
2525,01/06/20,Arunachal Pradesh,4,1,0,,
2526,01/06/20,Assam,1272,185,4,,
2527,01/06/20,Bihar,3815,1710,21,,
2528,01/06/20,Chandigarh,293,199,4,,
2529,01/06/20,Chhattisgarh,498,115,1,,
2530,01/06/20,Dadar Nagar Haveli,2,0,0,,
2531,01/06/20,Delhi,19844,8478,473,,
2532,01/06/20,Goa,70,42,0,,
2533,01/06/20,Gujarat,16779,9919,1038,,
2534,01/06/20,Haryana,2091,1048,20,,
2535,01/06/20,Himachal Pradesh,331,120,5,,
2536,01/06/20,Jammu and Kashmir,2446,927,28,,
2537,01/06/20,Jharkhand,610,256,5,,
2538,01/06/20,Karnataka,3221,1218,51,,
2539,01/06/20,Kerala,1269,590,9,,
2540,01/06/20,Ladakh,74,43,0,,
2541,01/06/20,Madhya Pradesh,8089,4842,350,,
2542,01/06/20,Maharashtra,67655,29329,2286,,
2543,01/06/20,Manipur,71,11,0,,
2544,01/06/20,Meghalaya,27,12,1,,
2545,01/06/20,Mizoram,1,1,0,,
2546,01/06/20,Nagaland,43,0,0,,
2547,01/06/20,Odisha,1948,1126,7,,
2548,01/06/20,Puducherry,70,25,0,,
2549,01/06/20,Punjab,2263,1987,45,,
2550,01/06/20,Rajasthan,8831,5927,194,,
2551,01/06/20,Sikkim,1,0,0,,
2552,01/06/20,Tamil Nadu,22333,12757,173,,
2553,01/06/20,Telengana,2698,1428,82,,
2554,01/06/20,Tripura,313,173,0,,
2555,01/06/20,Uttarakhand,907,102,5,,
2556,01/06/20,Uttar Pradesh,7823,4709,213,,
2557,01/06/20,West Bengal,5501,2157,317,,
2558,01/06/20,Cases being reassigned to states,5630,0,0,,
2559,02/06/20,Andaman and Nicobar Islands,33,33,0,,
2560,02/06/20,Andhra Pradesh,3783,2378,64,,
2561,02/06/20,Arunachal Pradesh,22,1,0,,
2562,02/06/20,Assam,1390,277,4,,
2563,02/06/20,Bihar,3926,1900,24,,
2564,02/06/20,Chandigarh,294,199,4,,
2565,02/06/20,Chhattisgarh,547,122,1,,
2566,02/06/20,Dadar Nagar Haveli,3,1,0,,
2567,02/06/20,Delhi,20834,8746,523,,
2568,02/06/20,Goa,71,42,0,,
2569,02/06/20,Gujarat,17200,10780,1063,,
2570,02/06/20,Haryana,2356,1055,21,,
2571,02/06/20,Himachal Pradesh,340,122,5,,
2572,02/06/20,Jammu and Kashmir,2601,946,31,,
2573,02/06/20,Jharkhand,659,296,5,,
2574,02/06/20,Karnataka,3408,1328,52,,
2575,02/06/20,Kerala,1326,608,10,,
2576,02/06/20,Ladakh,77,43,0,,
2577,02/06/20,Madhya Pradesh,8283,5003,358,,
2578,02/06/20,Maharashtra,70013,30108,2362,,
2579,02/06/20,Manipur,83,11,0,,
2580,02/06/20,Meghalaya,27,12,1,,
2581,02/06/20,Mizoram,1,1,0,,
2582,02/06/20,Nagaland,43,0,0,,
2583,02/06/20,Odisha,2104,1245,7,,
2584,02/06/20,Puducherry,74,25,0,,
2585,02/06/20,Punjab,2301,2000,45,,
2586,02/06/20,Rajasthan,8980,6040,198,,
2587,02/06/20,Sikkim,1,0,0,,
2588,02/06/20,Tamil Nadu,23495,13170,184,,
2589,02/06/20,Telengana,2792,1491,88,,
2590,02/06/20,Tripura,420,173,0,,
2591,02/06/20,Uttarakhand,958,222,6,,
2592,02/06/20,Uttar Pradesh,8075,4843,217,,
2593,02/06/20,West Bengal,5772,2306,325,,
2594,02/06/20,Cases being reassigned to states,6414,0,0,,
2595,03/06/20,Andaman and Nicobar Islands,33,33,0,,
2596,03/06/20,Andhra Pradesh,3898,2421,64,,
2597,03/06/20,Arunachal Pradesh,22,1,0,,
2598,03/06/20,Assam,1513,324,4,,
2599,03/06/20,Bihar,4155,1946,24,,
2600,03/06/20,Chandigarh,301,214,5,,
2601,03/06/20,Chhattisgarh,564,130,1,,
2602,03/06/20,Dadar Nagar Haveli,4,1,0,,
2603,03/06/20,Delhi,22132,9243,556,,
2604,03/06/20,Goa,79,57,0,,
2605,03/06/20,Gujarat,17617,11894,1092,,
2606,03/06/20,Haryana,2652,1069,23,,
2607,03/06/20,Himachal Pradesh,345,140,5,,
2608,03/06/20,Jammu and Kashmir,2718,953,33,,
2609,03/06/20,Jharkhand,712,320,5,,
2610,03/06/20,Karnataka,3796,1403,52,,
2611,03/06/20,Kerala,1412,627,11,,
2612,03/06/20,Ladakh,81,47,1,,
2613,03/06/20,Madhya Pradesh,8420,5221,364,,
2614,03/06/20,Maharashtra,72300,31333,2465,,
2615,03/06/20,Manipur,89,14,0,,
2616,03/06/20,Meghalaya,27,12,1,,
2617,03/06/20,Mizoram,13,1,0,,
2618,03/06/20,Nagaland,49,0,0,,
2619,03/06/20,Odisha,2245,1325,7,,
2620,03/06/20,Puducherry,82,25,0,,
2621,03/06/20,Punjab,2342,2017,46,,
2622,03/06/20,Rajasthan,9373,6435,203,,
2623,03/06/20,Sikkim,1,0,0,,
2624,03/06/20,Tamil Nadu,24586,13706,197,,
2625,03/06/20,Telengana,2891,1526,92,,
2626,03/06/20,Tripura,468,173,0,,
2627,03/06/20,Uttarakhand,1043,252,7,,
2628,03/06/20,Uttar Pradesh,8361,5030,222,,
2629,03/06/20,West Bengal,6168,2410,335,,
2630,03/06/20,Cases being reassigned to states,7123,0,0,,
2631,04/06/20,Andaman and Nicobar Islands,33,33,0,,
2632,04/06/20,Andhra Pradesh,4080,2466,68,,
2633,04/06/20,Arunachal Pradesh,38,1,0,,
2634,04/06/20,Assam,1672,413,4,,
2635,04/06/20,Bihar,4390,2077,25,,
2636,04/06/20,Chandigarh,301,214,5,,
2637,04/06/20,Chhattisgarh,668,188,2,,
2638,04/06/20,Dadar Nagar Haveli,8,1,0,,
2639,04/06/20,Delhi,23645,9542,606,,
2640,04/06/20,Goa,79,57,0,,
2641,04/06/20,Gujarat,18100,12212,1122,,
2642,04/06/20,Haryana,2954,1089,23,,
2643,04/06/20,Himachal Pradesh,359,150,5,,
2644,04/06/20,Jammu and Kashmir,2857,1007,34,,
2645,04/06/20,Jharkhand,752,321,5,,
2646,04/06/20,Karnataka,4063,1514,53,,
2647,04/06/20,Kerala,1494,651,11,,
2648,04/06/20,Ladakh,90,48,1,,
2649,04/06/20,Madhya Pradesh,8588,5445,371,,
2650,04/06/20,Maharashtra,74860,32329,2587,,
2651,04/06/20,Manipur,118,38,0,,
2652,04/06/20,Meghalaya,33,13,1,,
2653,04/06/20,Mizoram,14,1,0,,
2654,04/06/20,Nagaland,58,0,0,,
2655,04/06/20,Odisha,2388,1416,7,,
2656,04/06/20,Puducherry,82,25,0,,
2657,04/06/20,Punjab,2376,2029,47,,
2658,04/06/20,Rajasthan,9652,6744,209,,
2659,04/06/20,Sikkim,2,0,0,,
2660,04/06/20,Tamil Nadu,25872,14316,208,,
2661,04/06/20,Telengana,3020,1556,99,,
2662,04/06/20,Tripura,468,173,0,,
2663,04/06/20,Uttarakhand,1085,282,8,,
2664,04/06/20,Uttar Pradesh,8729,5176,229,,
2665,04/06/20,West Bengal,6508,2580,345,,
2666,04/06/20,Cases being reassigned to states,7483,0,0,,
2667,05/06/20,Andaman and Nicobar Islands,33,33,0,,
2668,05/06/20,Andhra Pradesh,4223,2539,71,,
2669,05/06/20,Arunachal Pradesh,42,1,0,,
2670,05/06/20,Assam,1988,442,4,,
2671,05/06/20,Bihar,4493,2210,29,,
2672,05/06/20,Chandigarh,301,214,5,,
2673,05/06/20,Chhattisgarh,756,213,2,,
2674,05/06/20,Dadar Nagar Haveli,12,1,0,,
2675,05/06/20,Delhi,25004,9898,650,,
2676,05/06/20,Goa,166,57,0,,
2677,05/06/20,Gujarat,18584,12667,1155,,
2678,05/06/20,Haryana,3281,2134,24,,
2679,05/06/20,Himachal Pradesh,383,179,5,,
2680,05/06/20,Jammu and Kashmir,3142,1048,35,,
2681,05/06/20,Jharkhand,793,354,6,,
2682,05/06/20,Karnataka,4320,1610,57,,
2683,05/06/20,Kerala,1588,690,14,,
2684,05/06/20,Ladakh,90,48,1,,
2685,05/06/20,Madhya Pradesh,8762,5637,377,,
2686,05/06/20,Maharashtra,77793,33681,2710,,
2687,05/06/20,Manipur,124,38,0,,
2688,05/06/20,Meghalaya,33,13,1,,
2689,05/06/20,Mizoram,17,1,0,,
2690,05/06/20,Nagaland,80,0,0,,
2691,05/06/20,Odisha,2478,1416,7,,
2692,05/06/20,Puducherry,82,25,0,,
2693,05/06/20,Punjab,2415,2043,47,,
2694,05/06/20,Rajasthan,9862,7104,213,,
2695,05/06/20,Sikkim,2,0,0,,
2696,05/06/20,Tamil Nadu,27256,14902,220,,
2697,05/06/20,Telengana,3147,1587,105,,
2698,05/06/20,Tripura,644,173,0,,
2699,05/06/20,Uttarakhand,1153,297,10,,
2700,05/06/20,Uttar Pradesh,9237,5439,245,,
2701,05/06/20,West Bengal,6876,2768,355,,
2702,05/06/20,Cases being reassigned to states,7610,0,0,,
2703,06/06/20,Andaman and Nicobar Islands,33,33,0,,
2704,06/06/20,Andhra Pradesh,4303,2576,73,,
2705,06/06/20,Arunachal Pradesh,45,1,0,,
2706,06/06/20,Assam,2153,498,4,,
2707,06/06/20,Bihar,4596,2225,29,,
2708,06/06/20,Chandigarh,304,222,5,,
2709,06/06/20,Chhattisgarh,879,244,2,,
2710,06/06/20,Dadar Nagar Haveli,14,1,0,,
2711,06/06/20,Delhi,26334,10315,708,,
2712,06/06/20,Goa,196,65,0,,
2713,06/06/20,Gujarat,19094,13003,1190,,
2714,06/06/20,Haryana,3597,2134,24,,
2715,06/06/20,Himachal Pradesh,393,189,5,,
2716,06/06/20,Jammu and Kashmir,3324,1086,36,,
2717,06/06/20,Jharkhand,881,410,7,,
2718,06/06/20,Karnataka,4835,1688,57,,
2719,06/06/20,Kerala,1699,712,14,,
2720,06/06/20,Ladakh,97,48,1,,
2721,06/06/20,Madhya Pradesh,8996,5878,384,,
2722,06/06/20,Maharashtra,80229,35156,2849,,
2723,06/06/20,Manipur,132,41,0,,
2724,06/06/20,Meghalaya,33,13,1,,
2725,06/06/20,Mizoram,22,1,0,,
2726,06/06/20,Nagaland,94,0,0,,
2727,06/06/20,Odisha,2608,1604,8,,
2728,06/06/20,Puducherry,99,36,0,,
2729,06/06/20,Punjab,2461,2069,48,,
2730,06/06/20,Rajasthan,10084,7359,218,,
2731,06/06/20,Sikkim,3,0,0,,
2732,06/06/20,Tamil Nadu,28694,15762,232,,
2733,06/06/20,Telengana,3290,1627,113,,
2734,06/06/20,Tripura,692,173,0,,
2735,06/06/20,Uttarakhand,1215,344,11,,
2736,06/06/20,Uttar Pradesh,9733,5648,257,,
2737,06/06/20,West Bengal,7303,2912,366,,
2738,06/06/20,Cases being reassigned to states,8192,0,0,,
2739,07/06/20,Andaman and Nicobar Islands,33,33,0,,
2740,07/06/20,Andhra Pradesh,4510,2620,73,,
2741,07/06/20,Arunachal Pradesh,47,1,0,,
2742,07/06/20,Assam,2397,547,4,,
2743,07/06/20,Bihar,4915,2425,30,,
2744,07/06/20,Chandigarh,309,273,5,,
2745,07/06/20,Chhattisgarh,923,266,4,,
2746,07/06/20,Dadar Nagar Haveli,19,1,0,,
2747,07/06/20,Delhi,27654,10664,761,,
2748,07/06/20,Goa,267,65,0,,
2749,07/06/20,Gujarat,19592,13316,1219,,
2750,07/06/20,Haryana,3952,2134,24,,
2751,07/06/20,Himachal Pradesh,400,194,5,,
2752,07/06/20,Jammu and Kashmir,3467,1126,39,,
2753,07/06/20,Jharkhand,1000,473,7,,
2754,07/06/20,Karnataka,5213,1968,59,,
2755,07/06/20,Kerala,1807,762,15,,
2756,07/06/20,Ladakh,99,48,1,,
2757,07/06/20,Madhya Pradesh,9228,6108,399,,
2758,07/06/20,Maharashtra,82968,37390,2969,,
2759,07/06/20,Manipur,157,52,0,,
2760,07/06/20,Meghalaya,33,13,1,,
2761,07/06/20,Mizoram,24,1,0,,
2762,07/06/20,Nagaland,107,0,0,,
2763,07/06/20,Odisha,2781,1716,8,,
2764,07/06/20,Puducherry,99,36,0,,
2765,07/06/20,Punjab,2515,2092,50,,
2766,07/06/20,Rajasthan,10331,7501,231,,
2767,07/06/20,Sikkim,7,0,0,,
2768,07/06/20,Tamil Nadu,30152,16395,251,,
2769,07/06/20,Telengana,3496,1710,123,,
2770,07/06/20,Tripura,747,173,0,,
2771,07/06/20,Uttarakhand,1303,423,11,,
2772,07/06/20,Uttar Pradesh,9733,5648,257,,
2773,07/06/20,West Bengal,7738,3119,383,,
2774,07/06/20,Cases being reassigned to states,8605,0,0,,
2775,08/06/20,Andaman and Nicobar Islands,33,33,0,,
2776,08/06/20,Andhra Pradesh,4708,2682,75,,
2777,08/06/20,Arunachal Pradesh,51,1,0,,
2778,08/06/20,Assam,2565,615,4,,
2779,08/06/20,Bihar,5088,2480,30,,
2780,08/06/20,Chandigarh,314,273,5,,
2781,08/06/20,Chhattisgarh,1073,283,4,,
2782,08/06/20,Dadar Nagar Haveli,20,2,0,,
2783,08/06/20,Delhi,27654,10664,761,,
2784,08/06/20,Goa,300,65,0,,
2785,08/06/20,Gujarat,20070,13635,1249,,
2786,08/06/20,Haryana,4448,2134,28,,
2787,08/06/20,Himachal Pradesh,413,224,5,,
2788,08/06/20,Jammu and Kashmir,4087,1216,41,,
2789,08/06/20,Jharkhand,1099,490,7,,
2790,08/06/20,Karnataka,5452,2132,61,,
2791,08/06/20,Kerala,1914,803,15,,
2792,08/06/20,Ladakh,103,50,1,,
2793,08/06/20,Madhya Pradesh,9401,6331,412,,
2794,08/06/20,Maharashtra,85975,39314,3060,,
2795,08/06/20,Manipur,172,52,0,,
2796,08/06/20,Meghalaya,36,13,1,,
2797,08/06/20,Mizoram,34,1,0,,
2798,08/06/20,Nagaland,118,8,0,,
2799,08/06/20,Odisha,2856,1894,9,,
2800,08/06/20,Puducherry,99,36,0,,
2801,08/06/20,Punjab,2608,2106,51,,
2802,08/06/20,Rajasthan,10599,7641,240,,
2803,08/06/20,Sikkim,7,0,0,,
2804,08/06/20,Tamil Nadu,31667,16999,269,,
2805,08/06/20,Telengana,3580,1710,123,,
2806,08/06/20,Tripura,800,192,0,,
2807,08/06/20,Uttarakhand,1355,528,13,,
2808,08/06/20,Uttar Pradesh,10536,6185,275,,
2809,08/06/20,West Bengal,8187,3303,396,,
2810,08/06/20,Cases being reassigned to states,9189,0,0,,
2811,09/06/20,Andaman and Nicobar Islands,33,33,0,,
2812,09/06/20,Andhra Pradesh,4851,2745,75,,
2813,09/06/20,Arunachal Pradesh,51,1,0,,
2814,09/06/20,Assam,2776,665,4,,
2815,09/06/20,Bihar,5202,2499,31,,
2816,09/06/20,Chandigarh,317,273,5,,
2817,09/06/20,Chhattisgarh,1160,308,4,,
2818,09/06/20,Dadar Nagar Haveli,22,2,0,,
2819,09/06/20,Delhi,29943,11357,874,,
2820,09/06/20,Goa,330,67,0,,
2821,09/06/20,Gujarat,20545,13956,1280,,
2822,09/06/20,Haryana,4854,2134,39,,
2823,09/06/20,Himachal Pradesh,421,227,5,,
2824,09/06/20,Jammu and Kashmir,4285,1324,45,,
2825,09/06/20,Jharkhand,1256,519,7,,
2826,09/06/20,Karnataka,5760,2519,64,,
2827,09/06/20,Kerala,2005,814,16,,
2828,09/06/20,Ladakh,103,52,1,,
2829,09/06/20,Madhya Pradesh,9638,6536,414,,
2830,09/06/20,Maharashtra,88528,40975,3169,,
2831,09/06/20,Manipur,272,58,0,,
2832,09/06/20,Meghalaya,36,13,1,,
2833,09/06/20,Mizoram,42,1,0,,
2834,09/06/20,Nagaland,123,8,0,,
2835,09/06/20,Odisha,2994,1993,9,,
2836,09/06/20,Puducherry,127,52,0,,
2837,09/06/20,Punjab,2663,2128,53,,
2838,09/06/20,Rajasthan,10763,8004,246,,
2839,09/06/20,Sikkim,7,0,0,,
2840,09/06/20,Tamil Nadu,33229,17527,286,,
2841,09/06/20,Telengana,3650,1710,137,,
2842,09/06/20,Tripura,838,192,0,,
2843,09/06/20,Uttarakhand,1411,714,13,,
2844,09/06/20,Uttar Pradesh,10947,6344,283,,
2845,09/06/20,West Bengal,8613,3465,405,,
2846,09/06/20,Cases being reassigned to states,8803,0,0,,
2847,10/06/20,Andaman and Nicobar Islands,33,33,0,,
2848,10/06/20,Andhra Pradesh,5070,2802,77,,
2849,10/06/20,Arunachal Pradesh,57,1,0,,
2850,10/06/20,Assam,2937,1085,4,,
2851,10/06/20,Bihar,5459,2864,32,,
2852,10/06/20,Chandigarh,323,286,5,,
2853,10/06/20,Chhattisgarh,1240,386,6,,
2854,10/06/20,Dadar Nagar Haveli,22,2,0,,
2855,10/06/20,Delhi,31309,11861,905,,
2856,10/06/20,Goa,359,67,0,,
2857,10/06/20,Gujarat,21014,14365,1313,,
2858,10/06/20,Haryana,5209,2134,45,,
2859,10/06/20,Himachal Pradesh,445,249,5,,
2860,10/06/20,Jammu and Kashmir,4346,1506,48,,
2861,10/06/20,Jharkhand,1411,559,8,,
2862,10/06/20,Karnataka,5921,2604,66,,
2863,10/06/20,Kerala,2096,848,16,,
2864,10/06/20,Ladakh,108,52,1,,
2865,10/06/20,Madhya Pradesh,9849,6729,420,,
2866,10/06/20,Maharashtra,90787,42638,3289,,
2867,10/06/20,Manipur,304,61,0,,
2868,10/06/20,Meghalaya,43,13,1,,
2869,10/06/20,Mizoram,88,1,0,,
2870,10/06/20,Nagaland,127,10,0,,
2871,10/06/20,Odisha,3140,2133,9,,
2872,10/06/20,Puducherry,127,52,0,,
2873,10/06/20,Punjab,2719,2167,55,,
2874,10/06/20,Rajasthan,11245,8328,255,,
2875,10/06/20,Sikkim,13,0,0,,
2876,10/06/20,Tamil Nadu,34914,18325,307,,
2877,10/06/20,Telengana,3920,1809,148,,
2878,10/06/20,Tripura,864,192,1,,
2879,10/06/20,Uttarakhand,1537,755,13,,
